,composition,Atoms,Ind Charges,reduced_formula,mp-id,icsd_id,Charge_prob_per_ele,Charge_prob,normalized_charge_prob,Intrastate,Interstate
681,Rb5Pb9Cl2,"[5, 9, 2]","[[1], [-1, 2], [-1]]",Rb5Pb9Cl2,[],[],"[1.0, 0.2738888888888889, 0.95]",0.260194444,0.605948869,FALSE,FALSE
682,Rb5Pb9Cl5,"[5, 9, 5]","[[1], [-1, 2], [-1]]",Rb5Pb9Cl5,[],[],"[1.0, 0.29933333333333334, 0.95]",0.284366667,0.662241888,FALSE,FALSE
683,Rb5Pb10Cl1,"[5, 10, 1]","[[1], [-1, 2], [-1]]",Rb5Pb10Cl,[],[],"[1.0, 0.2688, 0.95]",0.25536,0.594690265,FALSE,FALSE
684,Rb5Pb10Cl4,"[5, 10, 4]","[[1], [-1, 2], [-1]]",Rb5(Pb5Cl2)2,[],[],"[1.0, 0.2917, 0.95]",0.277115,0.645353982,FALSE,FALSE
685,Rb5Pb11Cl3,"[5, 11, 3]","[[1], [-1, 2], [-1]]",Rb5Pb11Cl3,[],[],"[1.0, 0.28545454545454546, 0.95]",0.271181818,0.631536605,FALSE,FALSE
686,Rb5Pb12Cl2,"[5, 12, 2]","[[1], [-1, 2], [-1]]",Rb5(Pb6Cl)2,[],[],"[1.0, 0.28025, 0.95]",0.2662375,0.620022124,FALSE,FALSE
687,Rb5Pb13Cl1,"[5, 13, 1]","[[1], [-1, 2], [-1]]",Rb5Pb13Cl,[],[],"[1.0, 0.27584615384615385, 0.95]",0.262053846,0.610279101,FALSE,FALSE
688,Rb6Pb1Cl5,"[6, 1, 5]","[[1], [-1], [-1]]",Rb6PbCl5,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
689,Rb6Pb1Cl8,"[6, 1, 8]","[[1], [2], [-1]]",Rb6PbCl8,[],[],"[1.0, 0.452, 0.95]",0.4294,1,FALSE,FALSE
690,Rb6Pb2Cl7,"[6, 2, 7]","[[1], [-1, 2], [-1]]",Rb6Pb2Cl7,[],[],"[1.0, 0.3375, 0.95]",0.320625,0.746681416,FALSE,FALSE
691,Rb6Pb3Cl6,"[6, 3, 6]","[[1], [-1, 2], [-1]]",Rb2PbCl2,[],[],"[1.0, 0.29933333333333334, 0.95]",0.284366667,0.662241888,FALSE,FALSE
692,Rb6Pb3Cl9,"[6, 3, 9]","[[1], [-1, 2], [-1]]",Rb2PbCl3,[],[],"[1.0, 0.3756666666666667, 0.95]",0.356883333,0.831120944,TRUE,FALSE
693,Rb6Pb4Cl5,"[6, 4, 5]","[[1], [-1, 2], [-1]]",Rb6Pb4Cl5,[],[],"[1.0, 0.28025, 0.95]",0.2662375,0.620022124,FALSE,FALSE
694,Rb6Pb5Cl1,"[6, 5, 1]","[[1], [-1], [-1]]",Rb6Pb5Cl,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
695,Rb6Pb5Cl4,"[6, 5, 4]","[[1], [-1, 2], [-1]]",Rb6Pb5Cl4,[],[],"[1.0, 0.2688, 0.95]",0.25536,0.594690265,FALSE,FALSE
696,Rb6Pb5Cl7,"[6, 5, 7]","[[1], [-1, 2], [-1]]",Rb6Pb5Cl7,[],[],"[1.0, 0.3146, 0.95]",0.29887,0.696017699,FALSE,FALSE
697,Rb6Pb6Cl3,"[6, 6, 3]","[[1], [-1, 2], [-1]]",Rb2Pb2Cl,[],[],"[1.0, 0.26116666666666666, 0.95]",0.248108333,0.57780236,FALSE,FALSE
698,Rb6Pb7Cl2,"[6, 7, 2]","[[1], [-1, 2], [-1]]",Rb6Pb7Cl2,[],[],"[1.0, 0.2557142857142857, 0.95]",0.242928571,0.56573957,FALSE,FALSE
699,Rb6Pb7Cl5,"[6, 7, 5]","[[1], [-1, 2], [-1]]",Rb6Pb7Cl5,[],[],"[1.0, 0.2884285714285714, 0.95]",0.274007143,0.638116308,FALSE,FALSE
700,Rb6Pb8Cl1,"[6, 8, 1]","[[1], [-1, 2], [-1]]",Rb6Pb8Cl,[],[],"[1.0, 0.251625, 0.95]",0.23904375,0.556692478,FALSE,FALSE
701,Rb6Pb9Cl3,"[6, 9, 3]","[[1], [-1, 2], [-1]]",Rb2Pb3Cl,[],[],"[1.0, 0.2738888888888889, 0.95]",0.260194444,0.605948869,FALSE,FALSE
702,Rb6Pb11Cl1,"[6, 11, 1]","[[1], [-1, 2], [-1]]",Rb6Pb11Cl,[],[],"[1.0, 0.26463636363636367, 0.95]",0.251404545,0.585478681,FALSE,FALSE
703,Rb7Pb1Cl6,"[7, 1, 6]","[[1], [-1], [-1]]",Rb7PbCl6,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
704,Rb7Pb1Cl9,"[7, 1, 9]","[[1], [2], [-1]]",Rb7PbCl9,[],[],"[1.0, 0.452, 0.95]",0.4294,1,FALSE,FALSE
705,Rb7Pb2Cl5,"[7, 2, 5]","[[1], [-1], [-1]]",Rb7Pb2Cl5,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
706,Rb7Pb2Cl8,"[7, 2, 8]","[[1], [-1, 2], [-1]]",Rb7(PbCl4)2,[],[],"[1.0, 0.3375, 0.95]",0.320625,0.746681416,FALSE,FALSE
707,Rb7Pb2Cl11,"[7, 2, 11]","[[1], [2], [-1]]",Rb7Pb2Cl11,[],[],"[1.0, 0.452, 0.95]",0.4294,1,TRUE,FALSE
708,Rb7Pb3Cl4,"[7, 3, 4]","[[1], [-1], [-1]]",Rb7Pb3Cl4,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
709,Rb7Pb3Cl7,"[7, 3, 7]","[[1], [-1, 2], [-1]]",Rb7Pb3Cl7,[],[],"[1.0, 0.29933333333333334, 0.95]",0.284366667,0.662241888,FALSE,FALSE
710,Rb7Pb3Cl10,"[7, 3, 10]","[[1], [-1, 2], [-1]]",Rb7Pb3Cl10,[],[],"[1.0, 0.3756666666666667, 0.95]",0.356883333,0.831120944,TRUE,FALSE
711,Rb7Pb4Cl3,"[7, 4, 3]","[[1], [-1], [-1]]",Rb7Pb4Cl3,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
712,Rb7Pb4Cl6,"[7, 4, 6]","[[1], [-1, 2], [-1]]",Rb7(Pb2Cl3)2,[],[],"[1.0, 0.28025, 0.95]",0.2662375,0.620022124,FALSE,FALSE
713,Rb7Pb4Cl9,"[7, 4, 9]","[[1], [-1, 2], [-1]]",Rb7Pb4Cl9,[],[],"[1.0, 0.3375, 0.95]",0.320625,0.746681416,FALSE,FALSE
714,Rb7Pb5Cl2,"[7, 5, 2]","[[1], [-1], [-1]]",Rb7Pb5Cl2,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
715,Rb7Pb5Cl5,"[7, 5, 5]","[[1], [-1, 2], [-1]]",Rb7(PbCl)5,[],[],"[1.0, 0.2688, 0.95]",0.25536,0.594690265,FALSE,FALSE
716,Rb7Pb5Cl8,"[7, 5, 8]","[[1], [-1, 2], [-1]]",Rb7Pb5Cl8,[],[],"[1.0, 0.3146, 0.95]",0.29887,0.696017699,FALSE,FALSE
717,Rb7Pb6Cl1,"[7, 6, 1]","[[1], [-1], [-1]]",Rb7Pb6Cl,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
718,Rb7Pb6Cl4,"[7, 6, 4]","[[1], [-1, 2], [-1]]",Rb7(Pb3Cl2)2,[],[],"[1.0, 0.26116666666666666, 0.95]",0.248108333,0.57780236,FALSE,FALSE
719,Rb7Pb6Cl7,"[7, 6, 7]","[[1], [-1, 2], [-1]]",Rb7Pb6Cl7,[],[],"[1.0, 0.29933333333333334, 0.95]",0.284366667,0.662241888,FALSE,FALSE
720,Rb7Pb7Cl3,"[7, 7, 3]","[[1], [-1, 2], [-1]]",Rb7Pb7Cl3,[],[],"[1.0, 0.2557142857142857, 0.95]",0.242928571,0.56573957,FALSE,FALSE
721,Rb7Pb7Cl6,"[7, 7, 6]","[[1], [-1, 2], [-1]]",Rb7Pb7Cl6,[],[],"[1.0, 0.2884285714285714, 0.95]",0.274007143,0.638116308,FALSE,FALSE
722,Rb7Pb8Cl2,"[7, 8, 2]","[[1], [-1, 2], [-1]]",Rb7(Pb4Cl)2,[],[],"[1.0, 0.251625, 0.95]",0.23904375,0.556692478,FALSE,FALSE
723,Rb7Pb8Cl5,"[7, 8, 5]","[[1], [-1, 2], [-1]]",Rb7Pb8Cl5,[],[],"[1.0, 0.28025, 0.95]",0.2662375,0.620022124,FALSE,FALSE
724,Rb7Pb9Cl1,"[7, 9, 1]","[[1], [-1, 2], [-1]]",Rb7Pb9Cl,[],[],"[1.0, 0.24844444444444444, 0.95]",0.236022222,0.549655851,FALSE,FALSE
725,Rb7Pb9Cl4,"[7, 9, 4]","[[1], [-1, 2], [-1]]",Rb7Pb9Cl4,[],[],"[1.0, 0.2738888888888889, 0.95]",0.260194444,0.605948869,FALSE,FALSE
726,Rb7Pb10Cl3,"[7, 10, 3]","[[1], [-1, 2], [-1]]",Rb7Pb10Cl3,[],[],"[1.0, 0.2688, 0.95]",0.25536,0.594690265,FALSE,FALSE
727,Rb7Pb11Cl2,"[7, 11, 2]","[[1], [-1, 2], [-1]]",Rb7Pb11Cl2,[],[],"[1.0, 0.26463636363636367, 0.95]",0.251404545,0.585478681,FALSE,FALSE
728,Rb7Pb12Cl1,"[7, 12, 1]","[[1], [-1, 2], [-1]]",Rb7Pb12Cl,[],[],"[1.0, 0.26116666666666666, 0.95]",0.248108333,0.57780236,FALSE,FALSE
729,Rb8Pb1Cl7,"[8, 1, 7]","[[1], [-1], [-1]]",Rb8PbCl7,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
730,Rb8Pb1Cl10,"[8, 1, 10]","[[1], [2], [-1]]",Rb8PbCl10,[],[],"[1.0, 0.452, 0.95]",0.4294,1,FALSE,FALSE
731,Rb8Pb2Cl9,"[8, 2, 9]","[[1], [-1, 2], [-1]]",Rb8Pb2Cl9,[],[],"[1.0, 0.3375, 0.95]",0.320625,0.746681416,FALSE,FALSE
732,Rb8Pb3Cl5,"[8, 3, 5]","[[1], [-1], [-1]]",Rb8Pb3Cl5,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
733,Rb8Pb3Cl8,"[8, 3, 8]","[[1], [-1, 2], [-1]]",Rb8Pb3Cl8,[],[],"[1.0, 0.29933333333333334, 0.95]",0.284366667,0.662241888,FALSE,FALSE
734,Rb8Pb4Cl7,"[8, 4, 7]","[[1], [-1, 2], [-1]]",Rb8Pb4Cl7,[],[],"[1.0, 0.28025, 0.95]",0.2662375,0.620022124,FALSE,FALSE
735,Rb8Pb5Cl3,"[8, 5, 3]","[[1], [-1], [-1]]",Rb8Pb5Cl3,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
736,Rb8Pb5Cl6,"[8, 5, 6]","[[1], [-1, 2], [-1]]",Rb8Pb5Cl6,[],[],"[1.0, 0.2688, 0.95]",0.25536,0.594690265,FALSE,FALSE
737,Rb8Pb6Cl5,"[8, 6, 5]","[[1], [-1, 2], [-1]]",Rb8Pb6Cl5,[],[],"[1.0, 0.26116666666666666, 0.95]",0.248108333,0.57780236,FALSE,FALSE
738,Rb8Pb7Cl1,"[8, 7, 1]","[[1], [-1], [-1]]",Rb8Pb7Cl,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
739,Rb8Pb7Cl4,"[8, 7, 4]","[[1], [-1, 2], [-1]]",Rb8Pb7Cl4,[],[],"[1.0, 0.2557142857142857, 0.95]",0.242928571,0.56573957,FALSE,FALSE
740,Rb8Pb8Cl3,"[8, 8, 3]","[[1], [-1, 2], [-1]]",Rb8Pb8Cl3,[],[],"[1.0, 0.251625, 0.95]",0.23904375,0.556692478,FALSE,FALSE
741,Rb8Pb9Cl2,"[8, 9, 2]","[[1], [-1, 2], [-1]]",Rb8Pb9Cl2,[],[],"[1.0, 0.24844444444444444, 0.95]",0.236022222,0.549655851,FALSE,FALSE
742,Rb8Pb10Cl1,"[8, 10, 1]","[[1], [-1, 2], [-1]]",Rb8Pb10Cl,[],[],"[1.0, 0.2459, 0.95]",0.233605,0.544026549,FALSE,FALSE
743,Rb9Pb1Cl8,"[9, 1, 8]","[[1], [-1], [-1]]",Rb9PbCl8,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
744,Rb9Pb2Cl7,"[9, 2, 7]","[[1], [-1], [-1]]",Rb9Pb2Cl7,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
745,Rb9Pb4Cl5,"[9, 4, 5]","[[1], [-1], [-1]]",Rb9Pb4Cl5,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
746,Rb9Pb5Cl4,"[9, 5, 4]","[[1], [-1], [-1]]",Rb9Pb5Cl4,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
747,Rb9Pb7Cl2,"[9, 7, 2]","[[1], [-1], [-1]]",Rb9Pb7Cl2,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
748,Rb9Pb8Cl1,"[9, 8, 1]","[[1], [-1], [-1]]",Rb9Pb8Cl,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
749,Rb10Pb1Cl9,"[10, 1, 9]","[[1], [-1], [-1]]",Rb10PbCl9,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
750,Rb10Pb3Cl7,"[10, 3, 7]","[[1], [-1], [-1]]",Rb10Pb3Cl7,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
751,Rb10Pb7Cl3,"[10, 7, 3]","[[1], [-1], [-1]]",Rb10Pb7Cl3,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
752,Rb10Pb9Cl1,"[10, 9, 1]","[[1], [-1], [-1]]",Rb10Pb9Cl,[],[],"[1.0, 0.223, 0.95]",0.21185,0.493362832,FALSE,FALSE
753,Rb1Sb1Br4,"[1, 1, 4]","[[1], [3], [-1]]",RbSbBr4,[],[],"[1.0, 0.317, 0.881]",0.279277,1,FALSE,TRUE
754,Rb1Sb2Br1,"[1, 2, 1]","[[1], [-3, 3], [-1]]",RbSb2Br,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
755,Rb1Sb2Br7,"[1, 2, 7]","[[1], [3], [-1]]",RbSb2Br7,[],[],"[1.0, 0.317, 0.881]",0.279277,1,FALSE,TRUE
756,Rb1Sb3Br4,"[1, 3, 4]","[[1], [-3, 3], [-1]]",RbSb3Br4,[],[],"[1.0, 0.28, 0.881]",0.24668,0.883280757,FALSE,FALSE
757,Rb1Sb3Br10,"[1, 3, 10]","[[1], [3], [-1]]",RbSb3Br10,[],[],"[1.0, 0.317, 0.881]",0.279277,1,FALSE,FALSE
758,Rb1Sb4Br1,"[1, 4, 1]","[[1], [-3, 3], [-1]]",RbSb4Br,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
759,Rb1Sb4Br7,"[1, 4, 7]","[[1], [-3, 3], [-1]]",RbSb4Br7,[],[],"[1.0, 0.28925, 0.881]",0.25482925,0.912460568,FALSE,FALSE
760,Rb1Sb4Br13,"[1, 4, 13]","[[1], [3], [-1]]",RbSb4Br13,[],[],"[1.0, 0.317, 0.881]",0.279277,1,FALSE,FALSE
761,Rb1Sb5Br4,"[1, 5, 4]","[[1], [-3, 3], [-1]]",RbSb5Br4,[],[],"[1.0, 0.2726, 0.881]",0.2401606,0.859936909,FALSE,FALSE
762,Rb1Sb5Br10,"[1, 5, 10]","[[1], [-3, 3], [-1]]",Rb(SbBr2)5,[],[],"[1.0, 0.2948, 0.881]",0.2597188,0.929968454,FALSE,FALSE
763,Rb1Sb6Br1,"[1, 6, 1]","[[1], [-3, 3], [-1]]",RbSb6Br,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
764,Rb1Sb6Br7,"[1, 6, 7]","[[1], [-3, 3], [-1]]",RbSb6Br7,[],[],"[1.0, 0.28, 0.881]",0.24668,0.883280757,FALSE,FALSE
765,Rb1Sb6Br13,"[1, 6, 13]","[[1], [-3, 3], [-1]]",RbSb6Br13,[],[],"[1.0, 0.2985, 0.881]",0.2629785,0.941640379,FALSE,FALSE
766,Rb1Sb7Br4,"[1, 7, 4]","[[1], [-3, 3], [-1]]",RbSb7Br4,[],[],"[1.0, 0.2694285714285714, 0.881]",0.237366571,0.849932402,FALSE,FALSE
767,Rb1Sb7Br10,"[1, 7, 10]","[[1], [-3, 3], [-1]]",RbSb7Br10,[],[],"[1.0, 0.2852857142857143, 0.881]",0.251336714,0.899954935,FALSE,FALSE
768,Rb1Sb8Br1,"[1, 8, 1]","[[1], [-3, 3], [-1]]",RbSb8Br,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
769,Rb1Sb8Br7,"[1, 8, 7]","[[1], [-3, 3], [-1]]",RbSb8Br7,[],[],"[1.0, 0.275375, 0.881]",0.242605375,0.868690852,FALSE,FALSE
770,Rb1Sb9Br4,"[1, 9, 4]","[[1], [-3, 3], [-1]]",RbSb9Br4,[],[],"[1.0, 0.26766666666666666, 0.881]",0.235814333,0.844374343,FALSE,FALSE
771,Rb1Sb9Br10,"[1, 9, 10]","[[1], [-3, 3], [-1]]",RbSb9Br10,[],[],"[1.0, 0.28, 0.881]",0.24668,0.883280757,FALSE,FALSE
772,Rb1Sb10Br1,"[1, 10, 1]","[[1], [-3, 3], [-1]]",RbSb10Br,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
773,Rb1Sb10Br7,"[1, 10, 7]","[[1], [-3, 3], [-1]]",RbSb10Br7,[],[],"[1.0, 0.2726, 0.881]",0.2401606,0.859936909,FALSE,FALSE
774,Rb1Sb11Br4,"[1, 11, 4]","[[1], [-3, 3], [-1]]",RbSb11Br4,[],[],"[1.0, 0.26654545454545453, 0.881]",0.234826545,0.840837396,FALSE,FALSE
775,Rb1Sb12Br1,"[1, 12, 1]","[[1], [-3, 3], [-1]]",RbSb12Br,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
776,Rb1Sb12Br7,"[1, 12, 7]","[[1], [-3, 3], [-1]]",RbSb12Br7,[],[],"[1.0, 0.27075, 0.881]",0.23853075,0.854100946,FALSE,FALSE
777,Rb1Sb13Br4,"[1, 13, 4]","[[1], [-3, 3], [-1]]",RbSb13Br4,[],[],"[1.0, 0.26576923076923076, 0.881]",0.234142692,0.838388741,FALSE,FALSE
778,Rb1Sb14Br1,"[1, 14, 1]","[[1], [-3, 3], [-1]]",RbSb14Br,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
779,Rb1Sb15Br4,"[1, 15, 4]","[[1], [-3, 3], [-1]]",RbSb15Br4,[],[],"[1.0, 0.2652, 0.881]",0.2336412,0.83659306,FALSE,FALSE
780,Rb1Sb16Br1,"[1, 16, 1]","[[1], [-3, 3], [-1]]",RbSb16Br,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
781,Rb1Sb18Br1,"[1, 18, 1]","[[1], [-3, 3], [-1]]",RbSb18Br,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
782,Rb2Sb1Br5,"[2, 1, 5]","[[1], [3], [-1]]",Rb2SbBr5,[],[],"[1.0, 0.317, 0.881]",0.279277,1,TRUE,TRUE
783,Rb2Sb2Br2,"[2, 2, 2]","[[1], [-3, 3], [-1]]",RbSbBr,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
784,Rb2Sb3Br5,"[2, 3, 5]","[[1], [-3, 3], [-1]]",Rb2Sb3Br5,[],[],"[1.0, 0.28, 0.881]",0.24668,0.883280757,FALSE,FALSE
785,Rb2Sb3Br11,"[2, 3, 11]","[[1], [3], [-1]]",Rb2Sb3Br11,[],[],"[1.0, 0.317, 0.881]",0.279277,1,FALSE,FALSE
786,Rb2Sb4Br8,"[2, 4, 8]","[[1], [-3, 3], [-1]]",Rb(SbBr2)2,[],[],"[1.0, 0.28925, 0.881]",0.25482925,0.912460568,FALSE,FALSE
787,Rb2Sb5Br5,"[2, 5, 5]","[[1], [-3, 3], [-1]]",Rb2(SbBr)5,[],[],"[1.0, 0.2726, 0.881]",0.2401606,0.859936909,FALSE,FALSE
788,Rb2Sb5Br11,"[2, 5, 11]","[[1], [-3, 3], [-1]]",Rb2Sb5Br11,[],[],"[1.0, 0.2948, 0.881]",0.2597188,0.929968454,FALSE,FALSE
789,Rb2Sb6Br2,"[2, 6, 2]","[[1], [-3, 3], [-1]]",RbSb3Br,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
790,Rb2Sb7Br5,"[2, 7, 5]","[[1], [-3, 3], [-1]]",Rb2Sb7Br5,[],[],"[1.0, 0.2694285714285714, 0.881]",0.237366571,0.849932402,FALSE,FALSE
791,Rb2Sb7Br11,"[2, 7, 11]","[[1], [-3, 3], [-1]]",Rb2Sb7Br11,[],[],"[1.0, 0.2852857142857143, 0.881]",0.251336714,0.899954935,FALSE,FALSE
792,Rb2Sb8Br8,"[2, 8, 8]","[[1], [-3, 3], [-1]]",Rb(SbBr)4,[],[],"[1.0, 0.275375, 0.881]",0.242605375,0.868690852,FALSE,FALSE
793,Rb2Sb9Br5,"[2, 9, 5]","[[1], [-3, 3], [-1]]",Rb2Sb9Br5,[],[],"[1.0, 0.26766666666666666, 0.881]",0.235814333,0.844374343,FALSE,FALSE
794,Rb2Sb10Br2,"[2, 10, 2]","[[1], [-3, 3], [-1]]",RbSb5Br,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
795,Rb2Sb11Br5,"[2, 11, 5]","[[1], [-3, 3], [-1]]",Rb2Sb11Br5,[],[],"[1.0, 0.26654545454545453, 0.881]",0.234826545,0.840837396,FALSE,FALSE
796,Rb2Sb13Br5,"[2, 13, 5]","[[1], [-3, 3], [-1]]",Rb2Sb13Br5,[],[],"[1.0, 0.26576923076923076, 0.881]",0.234142692,0.838388741,FALSE,FALSE
797,Rb2Sb14Br2,"[2, 14, 2]","[[1], [-3, 3], [-1]]",RbSb7Br,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
798,Rb3Sb1Br6,"[3, 1, 6]","[[1], [3], [-1]]",Rb3SbBr6,mp-1114502,[],"[1.0, 0.317, 0.881]",0.279277,1,TRUE,TRUE
799,Rb3Sb2Br3,"[3, 2, 3]","[[1], [-3, 3], [-1]]",Rb3Sb2Br3,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
800,Rb3Sb2Br9,"[3, 2, 9]","[[1], [3], [-1]]",Rb3Sb2Br9,mp-1194576,[431322],"[1.0, 0.317, 0.881]",0.279277,1,TRUE,TRUE
801,Rb3Sb3Br6,"[3, 3, 6]","[[1], [-3, 3], [-1]]",RbSbBr2,[],[],"[1.0, 0.28, 0.881]",0.24668,0.883280757,FALSE,FALSE
802,Rb3Sb4Br3,"[3, 4, 3]","[[1], [-3, 3], [-1]]",Rb3Sb4Br3,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
803,Rb3Sb4Br9,"[3, 4, 9]","[[1], [-3, 3], [-1]]",Rb3Sb4Br9,[],[],"[1.0, 0.28925, 0.881]",0.25482925,0.912460568,FALSE,FALSE
804,Rb3Sb5Br6,"[3, 5, 6]","[[1], [-3, 3], [-1]]",Rb3Sb5Br6,[],[],"[1.0, 0.2726, 0.881]",0.2401606,0.859936909,FALSE,FALSE
805,Rb3Sb5Br12,"[3, 5, 12]","[[1], [-3, 3], [-1]]",Rb3Sb5Br12,[],[],"[1.0, 0.2948, 0.881]",0.2597188,0.929968454,FALSE,FALSE
806,Rb3Sb6Br9,"[3, 6, 9]","[[1], [-3, 3], [-1]]",RbSb2Br3,[],[],"[1.0, 0.28, 0.881]",0.24668,0.883280757,FALSE,FALSE
807,Rb3Sb7Br6,"[3, 7, 6]","[[1], [-3, 3], [-1]]",Rb3Sb7Br6,[],[],"[1.0, 0.2694285714285714, 0.881]",0.237366571,0.849932402,FALSE,FALSE
808,Rb3Sb8Br3,"[3, 8, 3]","[[1], [-3, 3], [-1]]",Rb3Sb8Br3,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
809,Rb3Sb8Br9,"[3, 8, 9]","[[1], [-3, 3], [-1]]",Rb3Sb8Br9,[],[],"[1.0, 0.275375, 0.881]",0.242605375,0.868690852,FALSE,FALSE
810,Rb3Sb9Br6,"[3, 9, 6]","[[1], [-3, 3], [-1]]",RbSb3Br2,[],[],"[1.0, 0.26766666666666666, 0.881]",0.235814333,0.844374343,FALSE,FALSE
811,Rb3Sb10Br3,"[3, 10, 3]","[[1], [-3, 3], [-1]]",Rb3Sb10Br3,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
812,Rb3Sb11Br6,"[3, 11, 6]","[[1], [-3, 3], [-1]]",Rb3Sb11Br6,[],[],"[1.0, 0.26654545454545453, 0.881]",0.234826545,0.840837396,FALSE,FALSE
813,Rb3Sb14Br3,"[3, 14, 3]","[[1], [-3, 3], [-1]]",Rb3Sb14Br3,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
814,Rb4Sb1Br1,"[4, 1, 1]","[[1], [-3], [-1]]",Rb4SbBr,[],[],"[1.0, 0.206, 0.881]",0.181486,0.649842271,FALSE,FALSE
815,Rb4Sb1Br7,"[4, 1, 7]","[[1], [3], [-1]]",Rb4SbBr7,[],[],"[1.0, 0.317, 0.881]",0.279277,1,FALSE,FALSE
816,Rb4Sb2Br4,"[4, 2, 4]","[[1], [-3, 3], [-1]]",Rb2SbBr2,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
817,Rb4Sb3Br1,"[4, 3, 1]","[[1], [-3, 3], [-1]]",Rb4Sb3Br,[],[],"[1.0, 0.243, 0.881]",0.214083,0.766561514,FALSE,FALSE
818,Rb4Sb3Br7,"[4, 3, 7]","[[1], [-3, 3], [-1]]",Rb4Sb3Br7,[],[],"[1.0, 0.28, 0.881]",0.24668,0.883280757,FALSE,FALSE
819,Rb4Sb3Br13,"[4, 3, 13]","[[1], [3], [-1]]",Rb4Sb3Br13,[],[],"[1.0, 0.317, 0.881]",0.279277,1,TRUE,FALSE
820,Rb4Sb4Br10,"[4, 4, 10]","[[1], [-3, 3], [-1]]",Rb2Sb2Br5,[],[],"[1.0, 0.28925, 0.881]",0.25482925,0.912460568,FALSE,FALSE
821,Rb4Sb5Br1,"[4, 5, 1]","[[1], [-3, 3], [-1]]",Rb4Sb5Br,[],[],"[1.0, 0.2504, 0.881]",0.2206024,0.789905363,FALSE,FALSE
822,Rb4Sb5Br7,"[4, 5, 7]","[[1], [-3, 3], [-1]]",Rb4Sb5Br7,[],[],"[1.0, 0.2726, 0.881]",0.2401606,0.859936909,FALSE,FALSE
823,Rb4Sb6Br4,"[4, 6, 4]","[[1], [-3, 3], [-1]]",Rb2Sb3Br2,[],[],"[1.0, 0.2615, 0.881]",0.2303815,0.824921136,FALSE,FALSE
