,composition,Atoms,Ind Charges,reduced_formula,mp-id,icsd_id,Charge_prob_per_ele,Charge_prob,normalized_charge_prob,Intrastate,Interstate
0,Rb1Bi1Br4,"[1, 1, 4]","[[1], [3], [-1]]",RbBiBr4,[],[],"[1.0, 0.526, 0.881]",0.463406,1,TRUE,TRUE
1,Rb1Bi2Br7,"[1, 2, 7]","[[1], [3], [-1]]",RbBi2Br7,mp-1105176,[430594],"[1.0, 0.526, 0.881]",0.463406,1,TRUE,TRUE
2,Rb1Bi3Br10,"[1, 3, 10]","[[1], [3], [-1]]",RbBi3Br10,[],[],"[1.0, 0.526, 0.881]",0.463406,1,FALSE,FALSE
3,Rb1Bi4Br13,"[1, 4, 13]","[[1], [3], [-1]]",RbBi4Br13,[],[],"[1.0, 0.526, 0.881]",0.463406,1,FALSE,FALSE
4,Rb2Bi1Br5,"[2, 1, 5]","[[1], [3], [-1]]",Rb2BiBr5,[],[],"[1.0, 0.526, 0.881]",0.463406,1,TRUE,TRUE
5,Rb2Bi3Br11,"[2, 3, 11]","[[1], [3], [-1]]",Rb2Bi3Br11,[],[],"[1.0, 0.526, 0.881]",0.463406,1,TRUE,FALSE
6,Rb3Bi1Br6,"[3, 1, 6]","[[1], [3], [-1]]",Rb3BiBr6,mp-1114493,[2253],"[1.0, 0.526, 0.881]",0.463406,1,TRUE,TRUE
7,Rb3Bi2Br9,"[3, 2, 9]","[[1], [3], [-1]]",Rb3Bi2Br9,mp-1195363,[431320],"[1.0, 0.526, 0.881]",0.463406,1,TRUE,TRUE
8,Rb4Bi1Br7,"[4, 1, 7]","[[1], [3], [-1]]",Rb4BiBr7,[],[],"[1.0, 0.526, 0.881]",0.463406,1,FALSE,FALSE
9,Rb4Bi3Br13,"[4, 3, 13]","[[1], [3], [-1]]",Rb4Bi3Br13,[],[],"[1.0, 0.526, 0.881]",0.463406,1,TRUE,FALSE
10,Rb5Bi1Br8,"[5, 1, 8]","[[1], [3], [-1]]",Rb5BiBr8,[],[],"[1.0, 0.526, 0.881]",0.463406,1,FALSE,FALSE
11,Rb5Bi2Br11,"[5, 2, 11]","[[1], [3], [-1]]",Rb5Bi2Br11,[],[],"[1.0, 0.526, 0.881]",0.463406,1,TRUE,FALSE
12,Rb6Bi1Br9,"[6, 1, 9]","[[1], [3], [-1]]",Rb6BiBr9,[],[],"[1.0, 0.526, 0.881]",0.463406,1,FALSE,FALSE
13,Rb7Bi1Br10,"[7, 1, 10]","[[1], [3], [-1]]",Rb7BiBr10,[],[],"[1.0, 0.526, 0.881]",0.463406,1,FALSE,FALSE
14,Rb8Bi1Br11,"[8, 1, 11]","[[1], [3], [-1]]",Rb8BiBr11,[],[],"[1.0, 0.526, 0.881]",0.463406,1,FALSE,FALSE
15,Rb1Bi1I4,"[1, 1, 4]","[[1], [3], [-1]]",RbBiI4,[],[],"[1.0, 0.526, 0.906]",0.476556,1,FALSE,TRUE
16,Rb1Bi2I7,"[1, 2, 7]","[[1], [3], [-1]]",RbBi2I7,[],[],"[1.0, 0.526, 0.906]",0.476556,1,FALSE,TRUE
17,Rb1Bi3I10,"[1, 3, 10]","[[1], [3], [-1]]",RbBi3I10,[],[],"[1.0, 0.526, 0.906]",0.476556,1,FALSE,FALSE
18,Rb1Bi4I13,"[1, 4, 13]","[[1], [3], [-1]]",RbBi4I13,[],[],"[1.0, 0.526, 0.906]",0.476556,1,FALSE,FALSE
19,Rb2Bi1I5,"[2, 1, 5]","[[1], [3], [-1]]",Rb2BiI5,[],[],"[1.0, 0.526, 0.906]",0.476556,1,FALSE,TRUE
20,Rb2Bi3I11,"[2, 3, 11]","[[1], [3], [-1]]",Rb2Bi3I11,[],[],"[1.0, 0.526, 0.906]",0.476556,1,FALSE,FALSE
21,Rb3Bi1I6,"[3, 1, 6]","[[1], [3], [-1]]",Rb3BiI6,[],[],"[1.0, 0.526, 0.906]",0.476556,1,FALSE,TRUE
22,Rb3Bi2I9,"[3, 2, 9]","[[1], [3], [-1]]",Rb3Bi2I9,mp-1195034,[431321],"[1.0, 0.526, 0.906]",0.476556,1,TRUE,TRUE
23,Rb4Bi1I7,"[4, 1, 7]","[[1], [3], [-1]]",Rb4BiI7,[],[],"[1.0, 0.526, 0.906]",0.476556,1,FALSE,FALSE
24,Rb4Bi3I13,"[4, 3, 13]","[[1], [3], [-1]]",Rb4Bi3I13,[],[],"[1.0, 0.526, 0.906]",0.476556,1,TRUE,FALSE
25,Rb5Bi1I8,"[5, 1, 8]","[[1], [3], [-1]]",Rb5BiI8,[],[],"[1.0, 0.526, 0.906]",0.476556,1,FALSE,FALSE
26,Rb5Bi2I11,"[5, 2, 11]","[[1], [3], [-1]]",Rb5Bi2I11,[],[],"[1.0, 0.526, 0.906]",0.476556,1,FALSE,FALSE
27,Rb6Bi1I9,"[6, 1, 9]","[[1], [3], [-1]]",Rb6BiI9,[],[],"[1.0, 0.526, 0.906]",0.476556,1,FALSE,FALSE
28,Rb7Bi1I10,"[7, 1, 10]","[[1], [3], [-1]]",Rb7BiI10,[],[],"[1.0, 0.526, 0.906]",0.476556,1,FALSE,FALSE
29,Rb8Bi1I11,"[8, 1, 11]","[[1], [3], [-1]]",Rb8BiI11,[],[],"[1.0, 0.526, 0.906]",0.476556,1,FALSE,FALSE
30,Rb1Bi1Cl4,"[1, 1, 4]","[[1], [3], [-1]]",RbBiCl4,[],[],"[1.0, 0.526, 0.95]",0.4997,1,FALSE,TRUE
31,Rb1Bi2Cl7,"[1, 2, 7]","[[1], [3], [-1]]",RbBi2Cl7,[],[],"[1.0, 0.526, 0.95]",0.4997,1,FALSE,TRUE
32,Rb1Bi3Cl10,"[1, 3, 10]","[[1], [3], [-1]]",RbBi3Cl10,[],[],"[1.0, 0.526, 0.95]",0.4997,1,FALSE,FALSE
33,Rb1Bi4Cl13,"[1, 4, 13]","[[1], [3], [-1]]",RbBi4Cl13,[],[],"[1.0, 0.526, 0.95]",0.4997,1,FALSE,FALSE
34,Rb2Bi1Cl5,"[2, 1, 5]","[[1], [3], [-1]]",Rb2BiCl5,[],[],"[1.0, 0.526, 0.95]",0.4997,1,FALSE,TRUE
35,Rb2Bi3Cl11,"[2, 3, 11]","[[1], [3], [-1]]",Rb2Bi3Cl11,[],[],"[1.0, 0.526, 0.95]",0.4997,1,FALSE,FALSE
36,Rb3Bi1Cl6,"[3, 1, 6]","[[1], [3], [-1]]",Rb3BiCl6,mp-1114619,[],"[1.0, 0.526, 0.95]",0.4997,1,TRUE,TRUE
37,Rb3Bi2Cl9,"[3, 2, 9]","[[1], [3], [-1]]",Rb3Bi2Cl9,[],[],"[1.0, 0.526, 0.95]",0.4997,1,FALSE,TRUE
38,Rb4Bi1Cl7,"[4, 1, 7]","[[1], [3], [-1]]",Rb4BiCl7,[],[],"[1.0, 0.526, 0.95]",0.4997,1,FALSE,FALSE
39,Rb4Bi3Cl13,"[4, 3, 13]","[[1], [3], [-1]]",Rb4Bi3Cl13,[],[],"[1.0, 0.526, 0.95]",0.4997,1,FALSE,FALSE
40,Rb5Bi1Cl8,"[5, 1, 8]","[[1], [3], [-1]]",Rb5BiCl8,[],[],"[1.0, 0.526, 0.95]",0.4997,1,FALSE,FALSE
41,Rb5Bi2Cl11,"[5, 2, 11]","[[1], [3], [-1]]",Rb5Bi2Cl11,[],[],"[1.0, 0.526, 0.95]",0.4997,1,TRUE,FALSE
42,Rb6Bi1Cl9,"[6, 1, 9]","[[1], [3], [-1]]",Rb6BiCl9,[],[],"[1.0, 0.526, 0.95]",0.4997,1,FALSE,FALSE
43,Rb7Bi1Cl10,"[7, 1, 10]","[[1], [3], [-1]]",Rb7BiCl10,[],[],"[1.0, 0.526, 0.95]",0.4997,1,FALSE,FALSE
44,Rb8Bi1Cl11,"[8, 1, 11]","[[1], [3], [-1]]",Rb8BiCl11,[],[],"[1.0, 0.526, 0.95]",0.4997,1,FALSE,FALSE
45,Rb1Pb1Br3,"[1, 1, 3]","[[1], [2], [-1]]",RbPbBr3,mp-998176,[],"[1.0, 0.452, 0.881]",0.398212,1,TRUE,TRUE
46,Rb1Pb2Br2,"[1, 2, 2]","[[1], [-1, 2], [-1]]",Rb(PbBr)2,[],[],"[1.0, 0.3375, 0.881]",0.2973375,0.746681416,FALSE,FALSE
47,Rb1Pb2Br5,"[1, 2, 5]","[[1], [2], [-1]]",RbPb2Br5,mp-23043,"[26663, 151990]","[1.0, 0.452, 0.881]",0.398212,1,TRUE,TRUE
48,Rb1Pb3Br1,"[1, 3, 1]","[[1], [-1, 2], [-1]]",RbPb3Br,[],[],"[1.0, 0.29933333333333334, 0.881]",0.263712667,0.662241888,FALSE,FALSE
49,Rb1Pb3Br4,"[1, 3, 4]","[[1], [-1, 2], [-1]]",RbPb3Br4,[],[],"[1.0, 0.3756666666666667, 0.881]",0.330962333,0.831120944,FALSE,FALSE
50,Rb1Pb3Br7,"[1, 3, 7]","[[1], [2], [-1]]",RbPb3Br7,[],[],"[1.0, 0.452, 0.881]",0.398212,1,FALSE,FALSE
51,Rb1Pb4Br3,"[1, 4, 3]","[[1], [-1, 2], [-1]]",RbPb4Br3,[],[],"[1.0, 0.3375, 0.881]",0.2973375,0.746681416,FALSE,FALSE
52,Rb1Pb4Br6,"[1, 4, 6]","[[1], [-1, 2], [-1]]",Rb(Pb2Br3)2,[],[],"[1.0, 0.39475, 0.881]",0.34777475,0.873340708,FALSE,FALSE
53,Rb1Pb4Br9,"[1, 4, 9]","[[1], [2], [-1]]",RbPb4Br9,[],[],"[1.0, 0.452, 0.881]",0.398212,1,FALSE,FALSE
54,Rb1Pb5Br2,"[1, 5, 2]","[[1], [-1, 2], [-1]]",RbPb5Br2,[],[],"[1.0, 0.3146, 0.881]",0.2771626,0.696017699,FALSE,FALSE
55,Rb1Pb5Br5,"[1, 5, 5]","[[1], [-1, 2], [-1]]",Rb(PbBr)5,[],[],"[1.0, 0.3604, 0.881]",0.3175124,0.797345133,FALSE,FALSE
56,Rb1Pb5Br8,"[1, 5, 8]","[[1], [-1, 2], [-1]]",RbPb5Br8,[],[],"[1.0, 0.4062, 0.881]",0.3578622,0.898672566,FALSE,FALSE
57,Rb1Pb5Br11,"[1, 5, 11]","[[1], [2], [-1]]",RbPb5Br11,[],[],"[1.0, 0.452, 0.881]",0.398212,1,FALSE,FALSE
58,Rb1Pb6Br1,"[1, 6, 1]","[[1], [-1, 2], [-1]]",RbPb6Br,[],[],"[1.0, 0.29933333333333334, 0.881]",0.263712667,0.662241888,FALSE,FALSE
59,Rb1Pb6Br4,"[1, 6, 4]","[[1], [-1, 2], [-1]]",Rb(Pb3Br2)2,[],[],"[1.0, 0.3375, 0.881]",0.2973375,0.746681416,FALSE,FALSE
60,Rb1Pb6Br7,"[1, 6, 7]","[[1], [-1, 2], [-1]]",RbPb6Br7,[],[],"[1.0, 0.3756666666666667, 0.881]",0.330962333,0.831120944,FALSE,FALSE
61,Rb1Pb6Br10,"[1, 6, 10]","[[1], [-1, 2], [-1]]",Rb(Pb3Br5)2,[],[],"[1.0, 0.41383333333333333, 0.881]",0.364587167,0.915560472,FALSE,FALSE
62,Rb1Pb6Br13,"[1, 6, 13]","[[1], [2], [-1]]",RbPb6Br13,[],[],"[1.0, 0.452, 0.881]",0.398212,1,FALSE,FALSE
63,Rb1Pb7Br3,"[1, 7, 3]","[[1], [-1, 2], [-1]]",RbPb7Br3,[],[],"[1.0, 0.3211428571428572, 0.881]",0.282926857,0.710493047,FALSE,FALSE
64,Rb1Pb7Br6,"[1, 7, 6]","[[1], [-1, 2], [-1]]",RbPb7Br6,[],[],"[1.0, 0.35385714285714287, 0.881]",0.311748143,0.782869785,FALSE,FALSE
65,Rb1Pb7Br9,"[1, 7, 9]","[[1], [-1, 2], [-1]]",RbPb7Br9,[],[],"[1.0, 0.38657142857142857, 0.881]",0.340569429,0.855246523,FALSE,FALSE
66,Rb1Pb7Br12,"[1, 7, 12]","[[1], [-1, 2], [-1]]",RbPb7Br12,[],[],"[1.0, 0.4192857142857143, 0.881]",0.369390714,0.927623262,FALSE,FALSE
67,Rb1Pb8Br2,"[1, 8, 2]","[[1], [-1, 2], [-1]]",Rb(Pb4Br)2,[],[],"[1.0, 0.308875, 0.881]",0.272118875,0.68335177,FALSE,FALSE
68,Rb1Pb8Br5,"[1, 8, 5]","[[1], [-1, 2], [-1]]",RbPb8Br5,[],[],"[1.0, 0.3375, 0.881]",0.2973375,0.746681416,FALSE,FALSE
69,Rb1Pb8Br8,"[1, 8, 8]","[[1], [-1, 2], [-1]]",Rb(PbBr)8,[],[],"[1.0, 0.36612500000000003, 0.881]",0.322556125,0.810011062,FALSE,FALSE
70,Rb1Pb8Br11,"[1, 8, 11]","[[1], [-1, 2], [-1]]",RbPb8Br11,[],[],"[1.0, 0.39475, 0.881]",0.34777475,0.873340708,FALSE,FALSE
71,Rb1Pb9Br1,"[1, 9, 1]","[[1], [-1, 2], [-1]]",RbPb9Br,[],[],"[1.0, 0.29933333333333334, 0.881]",0.263712667,0.662241888,FALSE,FALSE
72,Rb1Pb9Br4,"[1, 9, 4]","[[1], [-1, 2], [-1]]",RbPb9Br4,[],[],"[1.0, 0.3247777777777778, 0.881]",0.286129222,0.718534907,FALSE,FALSE
73,Rb1Pb9Br7,"[1, 9, 7]","[[1], [-1, 2], [-1]]",RbPb9Br7,[],[],"[1.0, 0.3502222222222222, 0.881]",0.308545778,0.774827925,FALSE,FALSE
74,Rb1Pb9Br10,"[1, 9, 10]","[[1], [-1, 2], [-1]]",RbPb9Br10,[],[],"[1.0, 0.3756666666666667, 0.881]",0.330962333,0.831120944,FALSE,FALSE
75,Rb1Pb10Br3,"[1, 10, 3]","[[1], [-1, 2], [-1]]",RbPb10Br3,[],[],"[1.0, 0.3146, 0.881]",0.2771626,0.696017699,FALSE,FALSE
76,Rb1Pb10Br6,"[1, 10, 6]","[[1], [-1, 2], [-1]]",Rb(Pb5Br3)2,[],[],"[1.0, 0.3375, 0.881]",0.2973375,0.746681416,FALSE,FALSE
77,Rb1Pb10Br9,"[1, 10, 9]","[[1], [-1, 2], [-1]]",RbPb10Br9,[],[],"[1.0, 0.3604, 0.881]",0.3175124,0.797345133,FALSE,FALSE
78,Rb1Pb11Br2,"[1, 11, 2]","[[1], [-1, 2], [-1]]",RbPb11Br2,[],[],"[1.0, 0.30627272727272725, 0.881]",0.269826273,0.677594529,FALSE,FALSE
79,Rb1Pb11Br5,"[1, 11, 5]","[[1], [-1, 2], [-1]]",RbPb11Br5,[],[],"[1.0, 0.3270909090909091, 0.881]",0.288167091,0.723652454,FALSE,FALSE
80,Rb1Pb11Br8,"[1, 11, 8]","[[1], [-1, 2], [-1]]",RbPb11Br8,[],[],"[1.0, 0.34790909090909095, 0.881]",0.306507909,0.769710378,FALSE,FALSE
81,Rb1Pb12Br1,"[1, 12, 1]","[[1], [-1, 2], [-1]]",RbPb12Br,[],[],"[1.0, 0.29933333333333334, 0.881]",0.263712667,0.662241888,FALSE,FALSE
82,Rb1Pb12Br4,"[1, 12, 4]","[[1], [-1, 2], [-1]]",Rb(Pb3Br)4,[],[],"[1.0, 0.3184166666666667, 0.881]",0.280525083,0.704461652,FALSE,FALSE
83,Rb1Pb12Br7,"[1, 12, 7]","[[1], [-1, 2], [-1]]",RbPb12Br7,[],[],"[1.0, 0.3375, 0.881]",0.2973375,0.746681416,FALSE,FALSE
84,Rb1Pb13Br3,"[1, 13, 3]","[[1], [-1, 2], [-1]]",RbPb13Br3,[],[],"[1.0, 0.3110769230769231, 0.881]",0.274058769,0.688223281,FALSE,FALSE
85,Rb1Pb13Br6,"[1, 13, 6]","[[1], [-1, 2], [-1]]",RbPb13Br6,[],[],"[1.0, 0.32869230769230773, 0.881]",0.289577923,0.727195371,FALSE,FALSE
86,Rb1Pb14Br2,"[1, 14, 2]","[[1], [-1, 2], [-1]]",Rb(Pb7Br)2,[],[],"[1.0, 0.30478571428571427, 0.881]",0.268516214,0.674304678,FALSE,FALSE
87,Rb1Pb14Br5,"[1, 14, 5]","[[1], [-1, 2], [-1]]",RbPb14Br5,[],[],"[1.0, 0.3211428571428572, 0.881]",0.282926857,0.710493047,FALSE,FALSE
88,Rb1Pb15Br1,"[1, 15, 1]","[[1], [-1, 2], [-1]]",RbPb15Br,[],[],"[1.0, 0.29933333333333334, 0.881]",0.263712667,0.662241888,FALSE,FALSE
89,Rb1Pb15Br4,"[1, 15, 4]","[[1], [-1, 2], [-1]]",RbPb15Br4,[],[],"[1.0, 0.3146, 0.881]",0.2771626,0.696017699,FALSE,FALSE
90,Rb1Pb16Br3,"[1, 16, 3]","[[1], [-1, 2], [-1]]",RbPb16Br3,[],[],"[1.0, 0.308875, 0.881]",0.272118875,0.68335177,FALSE,FALSE
91,Rb1Pb17Br2,"[1, 17, 2]","[[1], [-1, 2], [-1]]",RbPb17Br2,[],[],"[1.0, 0.3038235294117647, 0.881]",0.267668529,0.67217595,FALSE,FALSE
92,Rb1Pb18Br1,"[1, 18, 1]","[[1], [-1, 2], [-1]]",RbPb18Br,[],[],"[1.0, 0.29933333333333334, 0.881]",0.263712667,0.662241888,FALSE,FALSE
93,Rb2Pb1Br1,"[2, 1, 1]","[[1], [-1], [-1]]",Rb2PbBr,[],[],"[1.0, 0.223, 0.881]",0.196463,0.493362832,FALSE,FALSE
94,Rb2Pb1Br4,"[2, 1, 4]","[[1], [2], [-1]]",Rb2PbBr4,[],[],"[1.0, 0.452, 0.881]",0.398212,1,TRUE,FALSE
95,Rb2Pb2Br3,"[2, 2, 3]","[[1], [-1, 2], [-1]]",Rb2Pb2Br3,[],[],"[1.0, 0.3375, 0.881]",0.2973375,0.746681416,FALSE,FALSE
96,Rb2Pb3Br2,"[2, 3, 2]","[[1], [-1, 2], [-1]]",Rb2Pb3Br2,[],[],"[1.0, 0.29933333333333334, 0.881]",0.263712667,0.662241888,FALSE,FALSE
97,Rb2Pb3Br5,"[2, 3, 5]","[[1], [-1, 2], [-1]]",Rb2Pb3Br5,[],[],"[1.0, 0.3756666666666667, 0.881]",0.330962333,0.831120944,FALSE,FALSE
98,Rb2Pb3Br8,"[2, 3, 8]","[[1], [2], [-1]]",Rb2Pb3Br8,[],[],"[1.0, 0.452, 0.881]",0.398212,1,TRUE,FALSE
99,Rb2Pb4Br1,"[2, 4, 1]","[[1], [-1, 2], [-1]]",Rb2Pb4Br,[],[],"[1.0, 0.28025, 0.881]",0.24690025,0.620022124,FALSE,FALSE
100,Rb2Pb4Br7,"[2, 4, 7]","[[1], [-1, 2], [-1]]",Rb2Pb4Br7,[],[],"[1.0, 0.39475, 0.881]",0.34777475,0.873340708,FALSE,FALSE
101,Rb2Pb5Br3,"[2, 5, 3]","[[1], [-1, 2], [-1]]",Rb2Pb5Br3,[],[],"[1.0, 0.3146, 0.881]",0.2771626,0.696017699,FALSE,FALSE
102,Rb2Pb5Br6,"[2, 5, 6]","[[1], [-1, 2], [-1]]",Rb2Pb5Br6,[],[],"[1.0, 0.3604, 0.881]",0.3175124,0.797345133,FALSE,FALSE
103,Rb2Pb5Br9,"[2, 5, 9]","[[1], [-1, 2], [-1]]",Rb2Pb5Br9,[],[],"[1.0, 0.4062, 0.881]",0.3578622,0.898672566,FALSE,FALSE
104,Rb2Pb5Br12,"[2, 5, 12]","[[1], [2], [-1]]",Rb2Pb5Br12,[],[],"[1.0, 0.452, 0.881]",0.398212,1,TRUE,FALSE
105,Rb2Pb6Br5,"[2, 6, 5]","[[1], [-1, 2], [-1]]",Rb2Pb6Br5,[],[],"[1.0, 0.3375, 0.881]",0.2973375,0.746681416,FALSE,FALSE
106,Rb2Pb6Br11,"[2, 6, 11]","[[1], [-1, 2], [-1]]",Rb2Pb6Br11,[],[],"[1.0, 0.41383333333333333, 0.881]",0.364587167,0.915560472,FALSE,FALSE
107,Rb2Pb7Br1,"[2, 7, 1]","[[1], [-1, 2], [-1]]",Rb2Pb7Br,[],[],"[1.0, 0.2884285714285714, 0.881]",0.254105571,0.638116308,FALSE,FALSE
108,Rb2Pb7Br4,"[2, 7, 4]","[[1], [-1, 2], [-1]]",Rb2Pb7Br4,[],[],"[1.0, 0.3211428571428572, 0.881]",0.282926857,0.710493047,FALSE,FALSE
109,Rb2Pb7Br7,"[2, 7, 7]","[[1], [-1, 2], [-1]]",Rb2(PbBr)7,[],[],"[1.0, 0.35385714285714287, 0.881]",0.311748143,0.782869785,FALSE,FALSE
110,Rb2Pb7Br10,"[2, 7, 10]","[[1], [-1, 2], [-1]]",Rb2Pb7Br10,[],[],"[1.0, 0.38657142857142857, 0.881]",0.340569429,0.855246523,FALSE,FALSE
111,Rb2Pb8Br3,"[2, 8, 3]","[[1], [-1, 2], [-1]]",Rb2Pb8Br3,[],[],"[1.0, 0.308875, 0.881]",0.272118875,0.68335177,FALSE,FALSE
112,Rb2Pb8Br9,"[2, 8, 9]","[[1], [-1, 2], [-1]]",Rb2Pb8Br9,[],[],"[1.0, 0.36612500000000003, 0.881]",0.322556125,0.810011062,FALSE,FALSE
113,Rb2Pb9Br2,"[2, 9, 2]","[[1], [-1, 2], [-1]]",Rb2Pb9Br2,[],[],"[1.0, 0.29933333333333334, 0.881]",0.263712667,0.662241888,FALSE,FALSE
114,Rb2Pb9Br5,"[2, 9, 5]","[[1], [-1, 2], [-1]]",Rb2Pb9Br5,[],[],"[1.0, 0.3247777777777778, 0.881]",0.286129222,0.718534907,FALSE,FALSE
115,Rb2Pb9Br8,"[2, 9, 8]","[[1], [-1, 2], [-1]]",Rb2Pb9Br8,[],[],"[1.0, 0.3502222222222222, 0.881]",0.308545778,0.774827925,FALSE,FALSE
116,Rb2Pb10Br1,"[2, 10, 1]","[[1], [-1, 2], [-1]]",Rb2Pb10Br,[],[],"[1.0, 0.2917, 0.881]",0.2569877,0.645353982,FALSE,FALSE
117,Rb2Pb10Br7,"[2, 10, 7]","[[1], [-1, 2], [-1]]",Rb2Pb10Br7,[],[],"[1.0, 0.3375, 0.881]",0.2973375,0.746681416,FALSE,FALSE
118,Rb2Pb11Br3,"[2, 11, 3]","[[1], [-1, 2], [-1]]",Rb2Pb11Br3,[],[],"[1.0, 0.30627272727272725, 0.881]",0.269826273,0.677594529,FALSE,FALSE
119,Rb2Pb11Br6,"[2, 11, 6]","[[1], [-1, 2], [-1]]",Rb2Pb11Br6,[],[],"[1.0, 0.3270909090909091, 0.881]",0.288167091,0.723652454,FALSE,FALSE
120,Rb2Pb12Br5,"[2, 12, 5]","[[1], [-1, 2], [-1]]",Rb2Pb12Br5,[],[],"[1.0, 0.3184166666666667, 0.881]",0.280525083,0.704461652,FALSE,FALSE
121,Rb2Pb13Br1,"[2, 13, 1]","[[1], [-1, 2], [-1]]",Rb2Pb13Br,[],[],"[1.0, 0.29346153846153844, 0.881]",0.258539615,0.649251191,FALSE,FALSE
122,Rb2Pb13Br4,"[2, 13, 4]","[[1], [-1, 2], [-1]]",Rb2Pb13Br4,[],[],"[1.0, 0.3110769230769231, 0.881]",0.274058769,0.688223281,FALSE,FALSE
123,Rb2Pb14Br3,"[2, 14, 3]","[[1], [-1, 2], [-1]]",Rb2Pb14Br3,[],[],"[1.0, 0.30478571428571427, 0.881]",0.268516214,0.674304678,FALSE,FALSE
124,Rb2Pb15Br2,"[2, 15, 2]","[[1], [-1, 2], [-1]]",Rb2Pb15Br2,[],[],"[1.0, 0.29933333333333334, 0.881]",0.263712667,0.662241888,FALSE,FALSE
125,Rb2Pb16Br1,"[2, 16, 1]","[[1], [-1, 2], [-1]]",Rb2Pb16Br,[],[],"[1.0, 0.2945625, 0.881]",0.259509563,0.651686947,FALSE,FALSE
126,Rb3Pb1Br2,"[3, 1, 2]","[[1], [-1], [-1]]",Rb3PbBr2,[],[],"[1.0, 0.223, 0.881]",0.196463,0.493362832,FALSE,FALSE
127,Rb3Pb1Br5,"[3, 1, 5]","[[1], [2], [-1]]",Rb3PbBr5,[],[],"[1.0, 0.452, 0.881]",0.398212,1,TRUE,TRUE
128,Rb3Pb2Br1,"[3, 2, 1]","[[1], [-1], [-1]]",Rb3Pb2Br,[],[],"[1.0, 0.223, 0.881]",0.196463,0.493362832,FALSE,FALSE
129,Rb3Pb2Br4,"[3, 2, 4]","[[1], [-1, 2], [-1]]",Rb3(PbBr2)2,[],[],"[1.0, 0.3375, 0.881]",0.2973375,0.746681416,FALSE,FALSE
130,Rb3Pb2Br7,"[3, 2, 7]","[[1], [2], [-1]]",Rb3Pb2Br7,[],[],"[1.0, 0.452, 0.881]",0.398212,1,TRUE,FALSE
131,Rb3Pb3Br3,"[3, 3, 3]","[[1], [-1, 2], [-1]]",RbPbBr,[],[],"[1.0, 0.29933333333333334, 0.881]",0.263712667,0.662241888,FALSE,FALSE
132,Rb3Pb3Br6,"[3, 3, 6]","[[1], [-1, 2], [-1]]",RbPbBr2,[],[],"[1.0, 0.3756666666666667, 0.881]",0.330962333,0.831120944,FALSE,FALSE
133,Rb3Pb4Br2,"[3, 4, 2]","[[1], [-1, 2], [-1]]",Rb3(Pb2Br)2,[],[],"[1.0, 0.28025, 0.881]",0.24690025,0.620022124,FALSE,FALSE
134,Rb3Pb4Br5,"[3, 4, 5]","[[1], [-1, 2], [-1]]",Rb3Pb4Br5,[],[],"[1.0, 0.3375, 0.881]",0.2973375,0.746681416,FALSE,FALSE
135,Rb3Pb4Br8,"[3, 4, 8]","[[1], [-1, 2], [-1]]",Rb3(PbBr2)4,[],[],"[1.0, 0.39475, 0.881]",0.34777475,0.873340708,FALSE,FALSE
136,Rb3Pb4Br11,"[3, 4, 11]","[[1], [2], [-1]]",Rb3Pb4Br11,[],[],"[1.0, 0.452, 0.881]",0.398212,1,TRUE,FALSE
137,Rb3Pb5Br1,"[3, 5, 1]","[[1], [-1, 2], [-1]]",Rb3Pb5Br,[],[],"[1.0, 0.2688, 0.881]",0.2368128,0.594690265,FALSE,FALSE
138,Rb3Pb5Br4,"[3, 5, 4]","[[1], [-1, 2], [-1]]",Rb3Pb5Br4,[],[],"[1.0, 0.3146, 0.881]",0.2771626,0.696017699,FALSE,FALSE
139,Rb3Pb5Br7,"[3, 5, 7]","[[1], [-1, 2], [-1]]",Rb3Pb5Br7,[],[],"[1.0, 0.3604, 0.881]",0.3175124,0.797345133,FALSE,FALSE
140,Rb3Pb5Br10,"[3, 5, 10]","[[1], [-1, 2], [-1]]",Rb3(PbBr2)5,[],[],"[1.0, 0.4062, 0.881]",0.3578622,0.898672566,FALSE,FALSE
141,Rb3Pb6Br3,"[3, 6, 3]","[[1], [-1, 2], [-1]]",RbPb2Br,[],[],"[1.0, 0.29933333333333334, 0.881]",0.263712667,0.662241888,FALSE,FALSE
142,Rb3Pb6Br9,"[3, 6, 9]","[[1], [-1, 2], [-1]]",RbPb2Br3,[],[],"[1.0, 0.3756666666666667, 0.881]",0.330962333,0.831120944,FALSE,FALSE
143,Rb3Pb7Br2,"[3, 7, 2]","[[1], [-1, 2], [-1]]",Rb3Pb7Br2,[],[],"[1.0, 0.2884285714285714, 0.881]",0.254105571,0.638116308,FALSE,FALSE
144,Rb3Pb7Br5,"[3, 7, 5]","[[1], [-1, 2], [-1]]",Rb3Pb7Br5,[],[],"[1.0, 0.3211428571428572, 0.881]",0.282926857,0.710493047,FALSE,FALSE
145,Rb3Pb7Br8,"[3, 7, 8]","[[1], [-1, 2], [-1]]",Rb3Pb7Br8,[],[],"[1.0, 0.35385714285714287, 0.881]",0.311748143,0.782869785,FALSE,FALSE
146,Rb3Pb8Br1,"[3, 8, 1]","[[1], [-1, 2], [-1]]",Rb3Pb8Br,[],[],"[1.0, 0.28025, 0.881]",0.24690025,0.620022124,FALSE,FALSE
