date,owner,salt,formula,barcode,purity,molar mass (mg),mass in vial,acid,formula,barcode,concentration,volume (ml),remarks
3122024,basitadas,Lead iodide,PbI2,203409,99.9999,molar mass,361.01,Hydrogen bromide,HBr2,504309,47%,1,
